Year,Month,Date,Treatment/Control,SGL,Plot,Transect,Trap,ID,Recapture?,Specimen.Species,Sex?,Age?,Total.WT,Bag.WT,Animal.Weight,Ear.length,Foot.length,Tail.length,Body.length,Larvae,Nymphs,Ticks.Total,Fleas ,Other.Ectoparasites,
2022,August,8/8/2022,C,SGL103 NORTH,SPRING CONTROL,,5,TEAL4,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/8/2022,C,SGL103 NORTH,SPRING CONTROL,,23,TEAL50,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/8/2022,C,SGL103 NORTH,SUMMER CONTROL,,2,TEAL63,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/2/2022,C,SGL103 SOUTH,FALL CONTROL,,18,3231,Y,WFM ,F,AD,48,28,20,1.7,,,,,,12,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SPRING CONTROL,,7,3237,Y,WFM ,F,AD,42,15,27,1.6,,,,,,4,,,
2022,August,8/2/2022,C,SGL103 SOUTH,FALL CONTROL,,22,3276,Y,WFM ,M,AD,45,17,28,1.4,,,,,,3,,,
2022,August,8/2/2022,C,SGL103 SOUTH,FALL CONTROL,,10,RED346,N,WFM ,F,AD,41,16,25,1.4,,,,,,0,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SUMMER CONTROL,,2,RED360,N,WFM ,M,AD,37,15,22,1.4,,,,,,5,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SUMMER CONTROL,,13,RED363,N,WFM ,F,AD,36,20,16,1.4,,,,,,0,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SUMMER CONTROL,,14,RED375,N,WFM ,M,AD,45,16,29,1.5,,,,,,6,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SUMMER CONTROL,,7,RED376,N,WFM ,F,AD,40,15,25,1.3,,,,,,6,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SUMMER CONTROL,,1,RED382,N,WFM ,F,AD,45,19,26,1.3,,,,,,1,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SPRING CONTROL,,5,RED388,N,WFM ,M,AD,42,17,25,1.2,,,,,,21,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SUMMER CONTROL,,4,RED389,N,WFM ,F,AD,34,9.5,24.5,,,,,,,8,,,
2022,August,8/2/2022,C,SGL103 SOUTH,FALL CONTROL,,17,RED394,N,WFM ,M,AD,30,11,19,1.5,,,,,,6,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SUMMER CONTROL,,20,RED415,N,WFM ,F,AD,35,10,25,1.5,,,,,,0,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SUMMER CONTROL,,23,RED425,N,WFM ,F,AD,37,21,16,1.4,,,,,,10,,,
2022,August,8/2/2022,C,SGL103 SOUTH,FALL CONTROL,,29,RED428,N,WFM ,F,AD,43,20,23,1.3,,,,,,0,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SUMMER CONTROL,,10,RED437,N,WFM ,F,AD,26,7.5,18.5,1.1,,,,,,0,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SUMMER CONTROL,,9,RED440,N,WFM ,M,AD,30.5,12,18.5,1.2,,,,,,6,,,
2022,August,8/2/2022,C,SGL103 SOUTH,FALL CONTROL,,26,RED441,N,WFM ,M,AD,42,20,22,1.3,,,,,,7,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SUMMER CONTROL,,5,RED442,N,WFM ,F,AD,38,15,23,1.1,,,,,,4,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SPRING CONTROL,,21,RED462,N,WFM ,M,AD,37,19,18,1.9,,,,,,17,,,
2022,August,8/2/2022,C,SGL103 SOUTH,FALL CONTROL,,8,RED494,N,WFM ,M,AD,33,10.5,22.5,1.5,,,,,,0,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SPRING CONTROL,,23,TEAL133,Y,WFM ,F,AD,43,10,33,1.4,,,,,,6,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SUMMER CONTROL,,29,TEAL17,Y,WFM ,M,AD,38,15,23,1.0,,,,,,5,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SUMMER CONTROL,,27,TEAL27,Y,WFM ,F,AD,34,14,20,1.4,,,,,,2,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SPRING CONTROL,,2,TEAL31,Y,WFM ,M,AD,44,20,24,1.6,,,,,,11,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SPRING CONTROL,,9,TEAL45,Y,WFM ,F,AD,48,16,32,1.6,,,,,,6,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SUMMER CONTROL,,15,TEAL46,Y,WFM ,M,AD,40,14,26,1.5,,,,,,4,,,
2022,August,8/2/2022,C,SGL103 SOUTH,FALL CONTROL,,21,TEAL7 ,Y,WFM ,M,AD,42,12,30,1.9,,,,,,0,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SPRING CONTROL,,20,TEAL74,Y,WFM ,F,AD,37.5,19,18.5,,,,,,,3,,,
2022,August,8/2/2022,C,SGL103 SOUTH,FALL CONTROL,,13,TEAL87,Y,WFM ,F,AD,49,25,24,1.5,,,,,,5,,,
2022,August,8/2/2022,C,SGL103 SOUTH,SPRING CONTROL,,14,TEAL88,Y,WFM ,M,AD,40,18,22,1.4,,,,,,4,,,
2022,August,8/3/2022,C,SGL103 SOUTH,FALL CONTROL,,17,3231,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,FALL CONTROL,,21,3276,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SUMMER CONTROL,,24,GREY109,N,WFM ,M,AD,41,22,19,1.4,,,,,,1,,,
2022,August,8/3/2022,C,SGL103 SOUTH,FALL CONTROL,,13,GREY112,N,WFM ,F,AD,43,21,22,1.6,,,,,,3,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SPRING CONTROL,,7,GREY132,N,WFM ,M,AD,35.5,13,22.5,1.4,,,,,,11,,,
2022,August,8/3/2022,C,SGL103 SOUTH,FALL CONTROL,,5,GREY135,N,WFM ,M,AD,33,15,18,1.2,,,,,,24,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SPRING CONTROL,,28,GREY150,N,WFM ,F,AD,28,9,19,1.3,,,,,,0,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SPRING CONTROL,,23,GREY252,N,WFM ,M,AD,37,19,18,1.4,,,,,,19,,,
2022,August,8/3/2022,C,SGL103 SOUTH,FALL CONTROL,,10,GREY282,N,WFM ,M,AD,40,20,20,1.4,,,,,,0,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SPRING CONTROL,,29,GREY288,N,WFM ,F,AD,43,20,23,1.4,,,,,,2,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SPRING CONTROL,,14,GREY292,N,WFM ,M,AD,39,15,24,1.4,,,,,,7,,,
2022,August,8/3/2022,C,SGL103 SOUTH,FALL CONTROL,,8,RED306,N,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SUMMER CONTROL,,3,RED360,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SUMMER CONTROL,,18,RED363,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,FALL CONTROL,,19,RED394,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SUMMER CONTROL,,20,RED425,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,FALL CONTROL,,29,RED428,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,FALL CONTROL,,26,RED441,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SUMMER CONTROL,,6,RED442,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SPRING CONTROL,,19,RED462,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,FALL CONTROL,,7,RED494,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SPRING CONTROL,,22,TEAL133,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SUMMER CONTROL,,5,TEAL135,Y,WFM ,F,AD,35,10,25,1.4,,,,,,9,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SPRING CONTROL,,24,TEAL164,Y,WFM ,M,AD,46.5,12.5,34,1.6,,,,,,4,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SPRING CONTROL,,24,TEAL164,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SUMMER CONTROL,,28,TEAL17,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SPRING CONTROL,,13,TEAL196,Y,WFM ,M,AD,37.5,12,25.5,1.6,,,,,,9,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SUMMER CONTROL,,27,TEAL27,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SPRING CONTROL,,5,TEAL31,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,FALL CONTROL,,23,TEAL7 ,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SPRING CONTROL,,18,TEAL74,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/3/2022,C,SGL103 SOUTH,SPRING CONTROL,,16,TEAL88,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,FALL CONTROL,,14,3231,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,FALL CONTROL,,20,3276,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,SUMMER CONTROL,,19,GREY109,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,FALL CONTROL,,13,GREY112,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,SUMMER CONTROL,,14,GREY131,N,WFM ,F,JUV,34.5,22,12.5,1.5,,,,,,11,,,
2022,August,8/4/2022,C,SGL103 SOUTH,SUMMER CONTROL,,11,GREY143,N,WFM ,F,AD,52.5,32.5,20,1.8,,,,,,4,,,
2022,August,8/4/2022,C,SGL103 SOUTH,FALL CONTROL,,9,RED346,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,SUMMER CONTROL,,3,RED360,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,SUMMER CONTROL,,18,RED375,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,SUMMER CONTROL,,7,RED389,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,FALL CONTROL,,18,RED394,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,SUMMER CONTROL,,21,RED425,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,FALL CONTROL,,29,RED428,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,SPRING CONTROL,,15,RED462,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,FALL CONTROL,,7,RED494,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,SPRING CONTROL,,5,TEAL121,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,SUMMER CONTROL,,26,TEAL27,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,FALL CONTROL,,19,TEAL36,Y,WFM ,M,AD,45,20,25,1.4,,,,,,0,,,
2022,August,8/4/2022,C,SGL103 SOUTH,SPRING CONTROL,,9,TEAL45,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,SUMMER CONTROL,,12,TEAL46,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,FALL CONTROL,,26,TEAL7,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/4/2022,C,SGL103 SOUTH,FALL CONTROL,,12,TEAL87,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/8/2022,C,SGL103 SOUTH,FALL CONTROL,,13,GREY112,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/8/2022,C,SGL103 SOUTH,FALL CONTROL,,23,GREY128,N,WFM ,M,JUV,22,11,11,1.2,,,,,,8,,,
2022,August,8/8/2022,C,SGL103 SOUTH,SPRING CONTROL,,8,GREY262,N,WFM ,M,AD,45,20.5,24.5,1.4,,,,,,8,,,
2022,August,8/8/2022,C,SGL103 SOUTH,SUMMER CONTROL,,5,GREY266,N,WFM ,M,AD,44,28,16,1.2,,,,,,3,,,
2022,August,8/8/2022,C,SGL103 SOUTH,SPRING CONTROL,,7,GREY278,N,WFM ,F,JUV,30,16.5,13.5,1.6,,,,,,1,,,
2022,August,8/8/2022,C,SGL103 SOUTH,SPRING CONTROL,,18,GREY279,N,WFM ,F,AD,31,13,18,1.4,,,,,,9,,,
2022,August,8/8/2022,C,SGL103 SOUTH,SUMMER CONTROL,,3,RED360,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/8/2022,C,SGL103 SOUTH,SUMMER CONTROL,,7,RED389,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/8/2022,C,SGL103 SOUTH,SUMMER CONTROL,,8,RED437,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/8/2022,C,SGL103 SOUTH,SUMMER CONTROL,,11,RED440,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/8/2022,C,SGL103 SOUTH,FALL CONTROL,,27,RED441,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/8/2022,C,SGL103 SOUTH,SUMMER CONTROL,,17,TEAL17,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/8/2022,C,SGL103 SOUTH,SPRING CONTROL,,5,TEAL31,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/8/2022,C,SGL103 SOUTH,FALL CONTROL,,29,TEAL36,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/8/2022,C,SGL103 SOUTH,SUMMER CONTROL,,14,TEAL46,Y,WFM ,,,,,,,,,,,,,,,
2022,August,8/8/2022,C,SGL103 SOUTH,SPRING CONTROL,,9,TEAL60,Y,WFM ,M,AD,35,11,24,1.3,,,,,,6,,,
2022,August,8/8/2022,C,SGL103 SOUTH,FALL CONTROL,,9,TEAL87,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/19/2022,C,SGL176,SPRING CONTROL,,28,GREEN1,Y,WFM ,M,AD,73,43,30,1.5,,,,,,2,,,
2022,July,7/19/2022,C,SGL176,SPRING CONTROL,,30,NONE,N,WFM ,,,,,,,,,,,,,,,
2022,July,7/19/2022,C,SGL176,SUMMER CONTROL,,20,RED105,Y,WFM ,M,AD,32,14,18,1.4,,,,,,2,,,
2022,July,7/19/2022,C,SGL176,SUMMER CONTROL,,26,RED28,Y,WFM ,F,AD,30,12,18,1.7,,,,,,0,,,
2022,July,7/19/2022,C,SGL176,SUMMER CONTROL,,5,RED305,N,WFM ,M,AD,39,10,29,1.5,,,,,,6,,,
2022,July,7/19/2022,C,SGL176,SUMMER CONTROL,,3,RED310,N,WFM ,M,AD,39,22,17,1.4,,,,,,0,,,
2022,July,7/19/2022,C,SGL176,SPRING CONTROL,,12,RED317,N,WFM ,F,AD,30,15,15,1.7,,,,,,0,,,
2022,July,7/19/2022,C,SGL176,SPRING CONTROL,,1,RED328,N,WFM ,M,AD,32,10,22,1.0,,,,,,0,,,
2022,July,7/19/2022,C,SGL176,FALL CONTROL,,23,RED330,N,WFM ,F,AD,35.5,20,15.5,1.5,,,,,,0,,,
2022,July,7/19/2022,C,SGL176,FALL CONTROL,,28,RED334,N,WFM ,M,AD,29,10,19,1.5,,,,,,0,,,
2022,July,7/19/2022,C,SGL176,SPRING CONTROL,,14,RED340,N,WFM ,M,AD,35,15,20,1.6,,,,,,0,,,
2022,July,7/19/2022,C,SGL176,FALL CONTROL,,7,RED343,N,WFM ,F,AD,31,10,21,1.5,,,,,,2,,,
2022,July,7/19/2022,C,SGL176,SUMMER CONTROL,,13,RED344,N,WFM ,F,AD,38.5,10,28.5,1.0,,,,,,0,,,
2022,July,7/19/2022,C,SGL176,SPRING CONTROL,,8,RED345,N,WFM ,F,AD,28,10,18,1.1,,,,,,0,,,
2022,July,7/19/2022,C,SGL176,FALL CONTROL,,29,RED346,N,WFM ,M,AD,26,9.5,16.5,1.2,,,,,,0,,,
2022,July,7/19/2022,C,SGL176,SUMMER CONTROL,,15,RED64,Y,WFM ,M,AD,38,12,26,1.5,,,,,,0,,,
2022,July,7/20/2022,C,SGL176,SUMMER CONTROL,,22,RED105,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/20/2022,C,SGL176,SPRING CONTROL,,28,RED309,N,WFM ,F,JUV,22,11,11,1.3,,,,,,0,,,
2022,July,7/20/2022,C,SGL176,SUMMER CONTROL,,12,RED310,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/20/2022,C,SGL176,SPRING CONTROL,,3,RED311,N,WFM ,M,AD,39,12,27,1.5,,,,,,0,,,
2022,July,7/20/2022,C,SGL176,SPRING CONTROL,,11,RED312,N,WFM ,M,AD,30,11,19,1.3,,,,,,3,,,
2022,July,7/20/2022,C,SGL176,FALL CONTROL,,10,RED319,N,WFM ,M,AD,30,11,19,1.5,,,,,,0,,,
2022,July,7/20/2022,C,SGL176,SUMMER CONTROL,,11,RED321,N,WFM ,F,AD,37,15,22,1.5,,,,,,10,,,
2022,July,7/20/2022,C,SGL176,SUMMER CONTROL,,1,RED324,N,WFM ,M,AD,26,10,16,1.4,,,,,,5,,,
2022,July,7/20/2022,C,SGL176,SPRING CONTROL,,1,RED328,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/20/2022,C,SGL176,SPRING CONTROL,,12,RED332,N,WFM ,M,AD,31,10,21,1.4,,,,,,4,,,
2022,July,7/20/2022,C,SGL176,SUMMER CONTROL,,30,RED336,N,WFM ,M,AD,41,22.5,18.5,1.4,,,,,,5,,,
2022,July,7/20/2022,C,SGL176,SUMMER CONTROL,,19,RED64,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/20/2022,C,SGL176,SUMMER CONTROL,,29,RED82,Y,WFM ,F,AD,28,10,18,1.4,,,,,,2,,,
2022,July,7/21/2022,C,SGL176,SUMMER CONTROL,,9,RED310,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/21/2022,C,SGL176,SPRING CONTROL,,2,RED328,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/21/2022,C,SGL176,SUMMER CONTROL,,30,RED82,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/22/2022,C,SGL176,SUMMER CONTROL,,29,RED82,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/19/2022,C,SGL33,SPRING CONTROL,,9,GREEN54,Y,WFM ,M,AD,45,25,20,1.5,,,,,,4,,,
2022,July,7/19/2022,C,SGL33,SPRING CONTROL,,30,GREEN56,Y,WFM ,M,AD,31,9,22,1.2,,,,,,3,,,
2022,July,7/19/2022,C,SGL33,SPRING CONTROL,,22,GREEN58,Y,WFM ,M,AD,36,16,20,1.4,,,,,,3,,,
2022,July,7/19/2022,C,SGL33,SPRING CONTROL,,5,GREEN65,Y,WFM ,M,AD,48,37,11,1.2,,,,,,7,,,
2022,July,7/19/2022,C,SGL33,SUMMER CONTROL,,25,GREEN69,Y,WFM ,M,AD,32,15,17,1.3,,,,,,0,,,
2022,July,7/19/2022,C,SGL33,SUMMER CONTROL,,12,GREEN72,Y,WFM ,F,AD,40,18,22,1.4,,,,,,0,,,
2022,July,7/19/2022,C,SGL33,SUMMER CONTROL,,19,GREEN76,Y,WFM ,M,AD,44,22,22,1.6,,,,,,2,1,,
2022,July,7/19/2022,C,SGL33,SUMMER CONTROL,,9,GREEN8,Y,WFM ,M,AD,45,21,24,1.3,,,,,,2,,,
2022,July,7/19/2022,C,SGL33,SPRING CONTROL,,15,GREEN82,Y,WFM ,M,AD,50,30,20,,,,,,,0,,,
2022,July,7/19/2022,C,SGL33,SUMMER CONTROL,,2,GREEN86,Y,WFM ,M,AD,38,17,21,1.5,,,,,,0,,,
2022,July,7/19/2022,C,SGL33,SUMMER CONTROL,,20,GREEN87,Y,WFM ,F,AD,28,9,19,1.4,,,,,,0,,,
2022,July,7/19/2022,C,SGL33,SPRING CONTROL,,8,GREEN90,Y,WFM ,F,AD,29,8,21,1.2,,,,,,1,,,
2022,July,7/19/2022,C,SGL33,FALL CONTROL,,8,GREEN91,Y,WFM ,M,AD,34,9,25,1.5,,,,,,0,,,
2022,July,7/19/2022,C,SGL33,FALL CONTROL,,21,RED13,Y,WFM ,F,AD,40,23,17,,,,,,,0,,,
2022,July,7/19/2022,C,SGL33,FALL CONTROL,,22,RED23,Y,WFM ,M,AD,43,17,26,1.3,,,,,,1,,,
2022,July,7/19/2022,C,SGL33,SPRING CONTROL,,24,RED354,N,WFM ,M,AD,35,17,18,1.3,,,,,,1,,,
2022,July,7/19/2022,C,SGL33,SPRING CONTROL,,1,RED365,N,WFM ,F,AD,44,18,26,1.6,,,,,,1,,,
2022,July,7/19/2022,C,SGL33,SPRING CONTROL,,29,RED378,N,WFM ,M,AD,47,27,20,1.1,,,,,,1,,,
2022,July,7/19/2022,C,SGL33,SUMMER CONTROL,,23,RED407,N,WFM ,F,JUV,37,21,16,1.4,,,,,,2,,,
2022,July,7/19/2022,C,SGL33,FALL CONTROL,,26,RED427,N,WFM ,M,AD,45,26,19,1.4,,,,,,0,,,
2022,July,7/19/2022,C,SGL33,SUMMER CONTROL,,4,RED429,N,WFM ,M,AD,40,20,20,1.3,,,,,,0,,,
2022,July,7/19/2022,C,SGL33,SPRING CONTROL,,25,RED433,N,WFM ,M,AD,40,19,21,1.5,,,,,,2,,,
2022,July,7/19/2022,C,SGL33,SUMMER CONTROL,,11,RED436,N,WFM ,F,JUV,38,21,17,1.5,,,,,,0,,,
2022,July,7/19/2022,C,SGL33,SUMMER CONTROL,,26,RED443,N,WFM ,F,AD,42,25,17,1.4,,,,,,1,,,
2022,July,7/19/2022,C,SGL33,SPRING CONTROL,,14,RED451,N,WFM ,F,AD,35,15,20,1.4,,,,,,2,,,
2022,July,7/19/2022,C,SGL33,SUMMER CONTROL,,1,RED457,N,WFM ,F,AD,41,24,17,1.7,,,,,,6,1,,
2022,July,7/19/2022,C,SGL33,SPRING CONTROL,,27,RED468,N,WFM ,M,AD,32,8,24,1.6,,,,,,6,,,
2022,July,7/19/2022,C,SGL33,SUMMER CONTROL,,15,RED470,N,WFM ,F,AD,31,15,16,1.3,,,,,,0,1,,
2022,July,7/19/2022,C,SGL33,FALL CONTROL,,13,RED473,N,WFM ,F,AD,35,17,18,1.3,,,,,,0,,,
2022,July,7/19/2022,C,SGL33,FALL CONTROL,,12,RED500,N,WFM ,F,AD,27,15,12,1.6,,,,,,0,,,
2022,July,7/20/2022,C,SGL33,SPRING CONTROL,,12,GREEN54,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/20/2022,C,SGL33,SPRING CONTROL,,30,GREEN56,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/20/2022,C,SGL33,SPRING CONTROL,,7,GREEN70,Y,WFM ,M,AD,43,15,28,1.5,,,,,,4,,,
2022,July,7/20/2022,C,SGL33,SPRING CONTROL,,14,GREEN82,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/20/2022,C,SGL33,SPRING CONTROL,,5,GREEN90,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/20/2022,C,SGL33,FALL CONTROL,,13,RED30,Y,WFM ,F,AD,28,9,19,1.3,,,,,,1,,,
2022,July,7/20/2022,C,SGL33,SPRING CONTROL,,13,RED385,N,WFM ,M,JUV,43,25,18,1.5,,,,,,3,,,
2022,July,7/20/2022,C,SGL33,SPRING CONTROL,,29,RED416,N,WFM ,M,AD,42,18,24,1.4,,,,,,0,,,
2022,July,7/20/2022,C,SGL33,SPRING CONTROL,,20,RED421,N,WFM ,F,AD,51,24,27,1.4,,,,,,0,,,
2022,July,7/20/2022,C,SGL33,SPRING CONTROL,,18,RED447,N,WFM ,M,AD,45,22,23,1.8,,,,,,2,,,
2022,July,7/20/2022,C,SGL33,SPRING CONTROL,,11,RED451,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/20/2022,C,SGL33,SPRING CONTROL,,27,RED468,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/20/2022,C,SGL33,FALL CONTROL,,15,RED473,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/21/2022,C,SGL33,SPRING CONTROL,,14,GREEN54,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/21/2022,C,SGL33,SUMMER CONTROL,,16,GREEN76,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/21/2022,C,SGL33,SPRING CONTROL,,13,GREEN82,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/21/2022,C,SGL33,SUMMER CONTROL,,5,GREEN86,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/21/2022,C,SGL33,SUMMER CONTROL,,19,GREEN87,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/21/2022,C,SGL33,SPRING CONTROL,,3,GREEN90,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/21/2022,C,SGL33,SPRING CONTROL,,26,RED19,Y,WFM ,M,AD,40,20.5,19.5,,,,,,,0,,,
2022,July,7/21/2022,C,SGL33,FALL CONTROL,,17,RED23,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/21/2022,C,SGL33,SUMMER CONTROL,,24,RED370,N,WFM ,M,AD,38.5,16,22.5,1.5,,,,,,2,,,
2022,July,7/21/2022,C,SGL33,SPRING CONTROL,,25,RED380,N,WFM ,F,AD,33.5,13.5,20,1.4,,,,,,0,,,
2022,July,7/21/2022,C,SGL33,SPRING CONTROL,,16,RED385,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/21/2022,C,SGL33,FALL CONTROL,,5,RED397,N,WFM ,M,JUV,42.5,25.5,17,1.3,,,,,,3,,,
2022,July,7/21/2022,C,SGL33,SPRING CONTROL,,2,RED408,N,WFM ,F,AD,36,21,15,1.2,,,,,,3,,,
2022,July,7/21/2022,C,SGL33,FALL CONTROL,,22,RED427,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/21/2022,C,SGL33,SUMMER CONTROL,,4,RED429,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/21/2022,C,SGL33,SUMMER CONTROL,,9,RED436,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/21/2022,C,SGL33,SUMMER CONTROL,,27,RED443,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/21/2022,C,SGL33,SPRING CONTROL,,17,RED451,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/21/2022,C,SGL33,SPRING CONTROL,,27,RED468,Y,WFM ,,,,,,,,,,,,,,,
2022,July,7/21/2022,C,SGL33,SPRING CONTROL,,11,RED469,N,WFM ,F,AD,35,18,17,1.5,,,,,,3,,,
