Year,Date,SGL,Plot,Transect,Trap,ID,Recapture,Species,Sex,Age,Total.Wt,Bag.Wt ,Animal.Wt,Ear.Length,Foot.Length,Tail.Length,Body.Length,Larvae,Nymphs,Total.Ticks,Fleas,Other.Ectoparasites,Tissue.Sample,Blood.Sample,Fecal.Sample,Cardiac.Serum,Brain.Sample,Treatment.Control
2024,7/26/24,SGL33,2,B,9,TEAL347,N,WFM,M,SUBADULT,27,10,17,1.3,,,8.2,,,1,,0,Y,Y,,,,C
2024,7/26/24,SGL33,2,B,8,TEAL462,N,RBV,M,AD,67,36,31,1.6,,,9.7,,,0,,0,Y,N,,,,T
2024,7/26/24,SGL33,2,B,6,TEAL473,N,RBV,M,SUBADULT,72,55,17,1.3,,,8.2,,,3,,0,Y,N,,,,T
2024,7/26/24,SGL33,2,B,3,TEAL310,N,WFM,M,AD,43,19,24,1.4,,,8.2,,,1,,0,Y,N,,,,T
2024,7/26/24,SGL33,2,A,1,TEAL332,N,WFM,F,AD,36,21,15,1.3,,,8.4,,,3,,0,Y,Y,,,,T
2024,7/26/24,SGL33,2,A,7,RED37,N,WFM,M,AD,32,9,23,2,,,7.5,,,2,,0,Y,Y,,,,T
2024,7/26/24,SGL33,3,A,1,TEAL379,N,WFM,M,AD,40,14,26,1.3,,,8.3,,,1,,0,Y,Y,,,,C
2024,7/26/24,SGL33,3,A,10,TEAL488,N,RBV,F,JUV,41,25,16,1.3,,,8.2,,,2,,0,Y,N,,,,T
2024,7/26/24,SGL33,3,A,4,TEAL312,N,WFM,M,AD,34,11,23,1.5,,,9,,,0,,0,Y,N,,,,T
2024,7/26/24,SGL33,3,A,8,TEAL345,N,WFM,F,AD,33,11,22,1.2,,,8.5,,,3,,0,Y,Y,,,,T
2024,7/26/24,SGL33,4,B,8,TEAL354,N,WFM,M,AD,50,25,25,1.5,,,9,,,3,,0,Y,N,,,,T
2024,7/26/24,SGL33,4,A,7,TEAL348,N,WFM,F,SUBADULT,33,15,18,1.3,,,9.1,,,0,,0,Y,Y,,,,T
2024,7/26/24,SGL33,5,A,8,RED104,N,WFM,M,AD,69,46,23,1.2,,,7.4,,,2,,0,Y,Y,,,,C
2024,7/26/24,SGL33,5,A,10,RED146,N,WFM,M,JUV,56,39,17,1.5,,,6.6,,,5,,0,Y,N,,,,C
2024,7/26/24,SGL33,5,B,1,,,JM,,,,,,,,,,,,,,,,,,,,T
2024,7/26/24,SGL33,5,A,5,,N,NST,F,AD,27,9,18,,,,6,,,0,,0,Y,N,,,,T
2024,7/26/24,SGL33,5,B,8,TEAL494*,N,RBV,M,JUV,31,11,20,1.2,,,7.6,,,3,,0,Y,N,,,,T
2024,7/26/24,SGL33,5,A,9,TEAL485,N,RBV,F,AD,53,25,28,1.5,,,9.3,,,0,,0,Y,N,,,,T
2024,7/26/24,SGL33,5,B,10,TEAL330,N,WFM,F,AD,33,11,22,1.2,,,8.5,,,0,,0,Y,N,,,,T
2024,7/26/24,SGL33,5,B,1,TEAL335,N,WFM,F,AD,,,,,,,,,,0,,0,Y,N,,,,T
2024,7/26/24,SGL33,6,B,10,TEAL314,N,WFM,F,AD,54,33,21,1.3,,,8.6,,,1,,0,Y,Y,,,,C
2024,7/26/24,SGL33,7,B,4,TEAL453,N,RBV,F,AD,61,42,19,1.4,,,7.6,,,0,,0,Y,N,,,,C
2024,7/26/24,SGL33,7,A,5,TEAL350,N,WFM,M,AD,31,10,21,1.4,,,8,,,3,,0,Y,N,,,,T
2024,7/26/24,SGL33,7,A,10,RED129,N,WFM,F,SUBADULT,39,21,18,1.3,,,6.1,,,0,,0,Y,Y,,,,T
2024,7/26/24,SGL33,8,B,10,TEAL385,N,WFM,M,AD,57,35,22,1.6,,,7.5,,,3,,0,Y,Y,,,,C
2024,7/26/24,SGL33,8,B,1,TEAL339,N,WFM,M,AD,36,9,27,1.2,,,8.5,,,21,,0,Y,N,,,,T
2024,7/26/24,SGL33,8,B,2,RED3,N,WFM,M,AD,27,9,18,1.5,,,7.5,,,1,,0,Y,N,,,,T
2024,7/26/24,SGL33,8,A,3,TEAL319,N,WFM,M,JUV,41,25,16,1.3,,,6.8,,,2,,0,Y,N,,,,T
2024,7/26/24,SGL33,9,B,6,TEAL483,N,RBV,M,AD,45,11,34,1.6,,,9.7,,,2,,0,Y,N,,,,C
2024,7/26/24,SGL33,9,B,9,RED131,N,WFM,M,AD,49,14,35,1.3,,,9.1,,,4,,0,Y,Y,,,,C
2024,7/26/24,SGL33,9,B,4,TEAL340,N,WFM,F,AD,34,14,20,1.4,,,8.5,,,2,,0,Y,N,,,,C
2024,7/26/24,SGL33,9,A,8,TEAL353,N,WFM,F,AD,,,,1.3,,,8.1,,,0,,0,Y,N,,,,T
2024,7/25/24,SGL33,1,A,7,,N,NST,F,AD,25,10,15,,,NA,6.5,,,0,,0,Y,Y,,,,C
2024,7/25/24,SGL33,2,B,1,,N,NST,F,AD,23,11,12,,,NA,6,,,1,,0,Y,N,,,,C
2024,7/25/24,SGL33,2,B,6,TEAL464*,N,WFM,M,AD,53,31,22,1.3,,,9.4,,,1,,0,Y,Y,,,,C
2024,7/25/24,SGL33,2,A,2,TEAL399,N,WFM,F,JUV,26,11,15,1.4,,,7.5,,,1,,0,Y,N,,,,C
2024,7/25/24,SGL33,2,B,2,TEAL443,N,WFM,M,AD,78,51,27,1.7,,,9.5,,,5,,0,Y,Y,,,,T
2024,7/25/24,SGL33,3,A,6,RED133,N,RBV,F,SUBADULT,68,53,15,1.6,,NA,7.9,,,0,,0,Y,N,,,,C
2024,7/25/24,SGL33,3,B,4,TEAL402,N,WFM,M,AD,34,15,19,1.4,,,7.2,,,3,,0,Y,N,,,,C
2024,7/25/24,SGL33,3,B,1,TEAL447,N,WFM,F,AD,35,19,16,1.3,,,7.1,,,1,,0,Y,N,,,,C
2024,7/25/24,SGL33,3,A,1,RED112,N,RBV,M,AD,68,49,19,1.8,,NA,8.3,,,0,,0,Y,N,,,,T
2024,7/25/24,SGL33,3,A,5,TEAL343,N,WFM,M,AD,37,12,25,1.5,,NA,8.5,,,2,,1,Y,Y,,,,T
2024,7/25/24,SGL33,4,A,6,,N,NST,F,AD,34,18,16,,,NA,6.5,,,0,,0,Y,Y,,,,T
2024,7/25/24,SGL33,4,A,7,TEAL499,N,WFM,M,SUBADULT,28,11,17,1.4,,,8.1,,,1,,0,Y,N,,,,T
2024,7/25/24,SGL33,5,A,1,TEAL470,N,WFM,F,SUBADULT,65,47,18,1.7,,,7.7,,,2,,0,Y,Y,,,,C
2024,7/25/24,SGL33,5,A,6,TEAL304,N,WFM,M,AD,38,17,21,1.4,,NA,7.4,,,2,,1,Y,Y,,,,C
2024,7/25/24,SGL33,5,B,5,RED122,N,RBV,M,AD,43,33,10,1.7,,NA,8.3,,,0,,0,Y,N,,,,T
2024,7/25/24,SGL33,5,A,5,RED139,N,RBV,M,AD,58,21,37,2,,NA,9.2,,,0,,0,Y,N,,,,T
2024,7/25/24,SGL33,6,A,1,TEAL469,N,WFM,M,AD,55,29,26,1.5,,,9.5,,,2,,0,Y,Y,,,,C
2024,7/25/24,SGL33,6,A,10,TEAL318,N,WFM,M,AD,37,14,23,1.4,,NA,7.6,,,1,,0,Y,N,,,,C
2024,7/25/24,SGL33,8,A,5,TEAL378,N,WFM,M,AD,36,11,25,1.6,,,8.3,,,1,,0,N ,N,,,,C
2024,7/25/24,SGL33,8,A,9,TEAL441,N,WFM,M,AD,55,34,21,1.5,,,7.6,,,7,,0,Y,Y,,,,C
2024,7/25/24,SGL33,8,A,8,RED114,N,RBV,F,JUV,40,25,15,1.7,,NA,6,,,1,,0,Y,N,,,,T
2024,7/25/24,SGL33,8,B,8,TEAL422,N,WFM,M,AD,49,29,20,1.8,,,8.5,,,4,,0,Y,Y,,,,T
2024,7/25/24,SGL33,8,B,2,TEAL492,N,WFM,M,AD,29,11,18,1.5,,,8.2,,,1,,0,Y,Y,,,,T
2024,7/25/24,SGL33,8,B,3,TEAL352,N,WFM,M,JUV,29,12,17,1.4,,,7.2,,,2,,0,Y,N,,,,T
2024,7/25/24,SGL33,8,A,9,TEAL360,N,WFM,F,AD,34,11,23,1.5,,,8,,,3,,0,Y,N,,,,T
2024,7/25/24,SGL33,9,A,2,RED143,Y,RBV,F,AD,49,13,36,1.5,,NA,9.6,,,0,,0,Y,N,,,,C
2024,7/25/24,SGL33,9,A,9,TEAL375,N,WFM,F,AD,32,11,21,1.4,,,7.5,,,1,,0,Y,Y,,,,C
2024,7/25/24,SGL33,9,A,1,TEAL324,N,WFM,F,AD,65,46,19,1.4,,NA,7.3,,,4,,0,Y,Y,,,,C
2024,7/25/24,SGL33,9,B,7,TEAL366,N,WFM,F,AD,29,12,17,1.4,,,7,,,1,,0,Y,Y,,,,T
2024,7/25/24,SGL33,9,A,8,TEAL428,N,WFM,F,AD,38,15,23,1.5,,,8.9,,,2,,0,Y,N,,,,T
2024,7/25/24,SGL33,9,A,10,TEAL451*,N,WFM,M,AD,48,19,29,1.5,,,7.5,,,2,,1,Y,N,,,,T
2024,7/24/24,SGL33,1,B,5,,N,NST,F,AD,30,11,19,,,NA,6.5,,,0,,0,Y,N,,,,C
2024,7/24/24,SGL33,1,B,4,RED74,N,WFM,F,AD,29,9,20,1.3,,NA,9,,,2,,0,Y,N,,,,C
2024,7/24/24,SGL33,1,B,9,TEAL472,N,WFM,F,AD,50,37,13,1.5,,NA,7.9,,,7,,0,Y,Y,,,,T
2024,7/24/24,SGL33,1,A,4,BLACK435,Y,WFM,M,AD,52,29,23,1.3,,NA,7.5,,,2,,0,Y,N,,,,T
2024,7/24/24,SGL33,1,A,6,RED23,N,WFM,F,AD,47,30,17,1.2,,NA,7.5,,,3,,0,Y,N,,,,T
2024,7/24/24,SGL33,2,B,1,TEAL465,N,WFM,M,AD,91,73,18,1.9,,NA,8.6,,,2,,0,Y,N,,,,C
2024,7/24/24,SGL33,2,B,10,TEAL323,N,WFM,F,AD,25,11,14,1.5,,NA,8.1,,,0,,0,Y,N,,,,C
2024,7/24/24,SGL33,2,B,9,RED9,N,WFM,F,AD,31,12,19,1.3,,NA,8,,,0,,0,,N,,,,C
2024,7/24/24,SGL33,2,A,5,TEAL334,N,WFM,F,AD,31,11,20,1.4,,NA,7.1,,,1,,0,Y,N,,,,C
2024,7/24/24,SGL33,2,A,10,TEAL476,N,WFM,M,JUV,79,65,14,1.5,,NA,8.2,,,4,,0,Y,Y,,,,T
2024,7/24/24,SGL33,3,A,8,TEAL315,N,WFM,F,AD,55,32,23,1.6,,NA,10,,,0,,0,Y,N,,,,T
2024,7/24/24,SGL33,4,A,6,TEAL449,N,RBV,M,AD,49,23,26,2,,NA,9.2,,,0,,0,Y,N,,,,C
2024,7/24/24,SGL33,4,B,9,TEAL452,N,WFM,M,AD,50,23,27,1.7,,NA,9.5,,,0,,1,Y,N,,,,T
2024,7/24/24,SGL33,5,A,5,TEAL432,N,RBV,M,AD,75,42,33,1.3,,NA,9.9,,,1,,0,Y,N,,,,C
2024,7/24/24,SGL33,5,A,6,TEAL430,N,RBV,F,AD,33,13,20,1.3,,NA,8.1,,,0,,0,Y,N,,,,C
2024,7/24/24,SGL33,5,B,7,RED4,N,WFM,M,AD,59,34,25,1.6,,NA,8.7,,,3,,0,Y,Y,,,,C
2024,7/24/24,SGL33,5,A,4,RED19,N,WFM,M,SUBADULT,50,25,25,1.5,,NA,7.5,,,11,,0,Y,N,,,,C
2024,7/24/24,SGL33,5,A,3,TEAL362,N,WFM,M,SUBADULT,32,11,21,1.5,,NA,7.2,,,1,,0,Y,N,,,,C
2024,7/24/24,SGL33,6,B,3,TEAL413,N,RBV,M,AD,37.5,11,26.5,1.5,,NA,9.4,,,0,,0,Y,N,,,,C
2024,7/24/24,SGL33,6,B,7,TEAL338,N,WFM,M,AD,40,18,22,1.7,,NA,8.1,,,1,,0,Y,Y,,,,C
2024,7/24/24,SGL33,6,A,7,RED27,N,WFM,F,AD,49,32,17,1.5,,NA,8.5,,,3,,0,Y,Y,,,,C
2024,7/24/24,SGL33,6,A,2,TEAL322,N,WFM,M,JUV,31,11,20,1.4,,NA,7.2,,,5,,0,Y,N,,,,C
2024,7/24/24,SGL33,7,B,8,RED92,N,WFM,M,AD,42,17,25,1.4,,NA,8.3,,,4,,0,Y,N,,,,C
2024,7/24/24,SGL33,7,B,2,TEAL355,N,WFM,M,AD,81,59,22,1.2,,NA,8.2,,,2,,1,N,N,,,,C
2024,7/24/24,SGL33,7,B,2,TEAL482,N,WFM,M,AD,56,34,22,1.7,,NA,7.6,,,0,,0,Y,Y,,,,T
2024,7/24/24,SGL33,8,A,9,TEAL303,N,RBV,F,AD,44,28,16,1.3,,NA,8,,,3,,0,Y,N,,,,T
2024,7/24/24,SGL33,9,A,7,TEAL416,N,RBV,M,AD,52,16,36,1.5,,NA,10.1,,,0,,0,Y,N,,,,C
2024,7/24/24,SGL33,9,B,5,TEAL313,N,WFM,F,JUV,32,12,20,1.4,,NA,8.1,,,0,,0,Y,N,,,,C
2024,7/24/24,SGL33,9,B,3,RED43,N,WFM,F,JUV,44,23,21,1.5,,NA,7.2,,,3,,0,Y,N,,,,C
2024,7/24/24,SGL33,9,B,5,TEAL341,N,WFM,F,AD,36,11,25,1.6,,NA,8.1,,,0,,0,Y,N,,,,T
2024,7/24/24,SGL33,9,A,8,RED54,N,WFM,M,AD,34,9,25,1.4,,NA,10.1,,,2,,0,Y,N,,,,T
2024,7/23/24,SGL33,1,B,8,,N,NST,F,AD,27,9,18,,,NA,7.5,,,3,,0,Y,N,,,,C
2024,7/23/24,SGL33,1,A,8,TEAL467,N,WFM,M,SUBADULT,81,60,21,1.4,,NA,7.3,,,3,,0,Y,N,,,,C
2024,7/23/24,SGL33,2,B,5,TEAL424,N,WFM,M,AD,34,12,22,1.4,,NA,7.3,,,2,,0,Y,Y,,,,C
2024,7/23/24,SGL33,2,A,4,TEAL429,N,WFM,F,AD,34,13,21,1.7,,NA,8,,,3,,1,Y,N,,,,C
2024,7/23/24,SGL33,3,B,8,TEAL325,N,RBV,F,SUBADULT,64,37,27,1.4,,NA,7.8,,,0,,0,Y,N,,,,C
2024,7/23/24,SGL33,3,A,8,TEAL495,N,RBV,M,AD,43,25,18,1.6,,NA,8.2,,,0,,0,Y,N,,,,C
2024,7/23/24,SGL33,3,B,4,TEAL302,N,WFM,M,AD,33,11,22,1.6,,NA,9.1,,,4,,0,Y,Y,,,,C
2024,7/23/24,SGL33,3,B,2,TEAL321,N,WFM,F,JUV,27,12,15,1.7,,NA,8.3,,,5,,0,Y,N,,,,C
2024,7/23/24,SGL33,3,A,7,GREEN160,Y,WFM,F,SUBADULT,53,32,21,1.5,,NA,7.4,,,1,,0,Y,Y,,,,C
2024,7/23/24,SGL33,3,A,9,,N,NST,F,AD,37,20,17,,,NA,7,,,2,,0,Y,N,,,,T
2024,7/23/24,SGL33,3,B,10,TEAL316,N,WFM,M,AD,60,38,22,1.8,,NA,9.5,,,0,,0,Y,N,,,,T
2024,7/23/24,SGL33,5,A,9,RED102,N,WFM,F,SUBADULT,49,31,18,1.3,,NA,6.4,,,2,,1,Y,N,,,,T
2024,7/23/24,SGL33,7,B,2,RED45,N,RBV,M,AD,38,18,20,1.2,,NA,8.9,,,0,,0,Y,N,,,,C
2024,7/23/24,SGL33,7,B,10,TEAL455,N,WFM,M,SUBADULT,68,50,18,1.4,,NA,7.1,,,0,,0,Y,Y,,,,C
2024,7/23/24,SGL33,7,B,2,GREEN382,Y,WFM,F,SUBADULT,54,34,20,1.5,,NA,7,,,0,,0,Y,Y,,,,T
2024,7/23/24,SGL33,7,A,5,TEAL475,N,WFM,M,AD,38,20,18,1.7,,NA,7,,,0,,0,Y,N,,,,T
2024,7/23/24,SGL33,8,A,1,TEAL478,N,RBV,F,AD,80,61,19,1.4,,NA,8.9,,,0,,0,Y,N,,,,C
2024,7/23/24,SGL33,8,A,3,TEAL405,N,RBV,F,AD,37,18,19,1.2,,NA,8.3,,,0,,0,Y,N,,,,C
2024,7/23/24,SGL33,8,B,4,TEAL369,N,WFM,F,AD,36,21,15,1.6,,NA,9.9,,,0,,0,Y,Y,,,,C
2024,7/23/24,SGL33,8,B,9,TEAL359,N,WFM,M,AD,46,35,11,1.5,,NA,9.2,,,1,,0,Y,Y,,,,T
2024,7/23/24,SGL33,8,B,5,TEAL460,N,WFM,M,AD,65,41,24,1.7,,NA,8.2,,,0,,0,Y,Y,,,,T
2024,7/23/24,SGL33,8,B,6,TEAL387,N,WFM,M,JUV,29,10,19,1.5,,NA,7.6,,,8,,0,Y,N,,,,T
2024,7/23/24,SGL33,8,B,10,RED121,N,WFM,M,AD,32,9,23,1.4,,NA,7.1,,,1,,0,Y,N,,,,T
2024,7/23/24,SGL33,9,B,10,TEAL327,N,WFM,M,AD,60,33,27,1.9,,NA,9.1,,,3,,0,Y,N,,,,C
2024,7/23/24,SGL33,9,B,2,TEAL471,N,WFM,M,AD,52,26,26,1.5,,NA,8.9,,,1,,0,Y,Y,,,,C
2024,7/23/24,SGL33,9,B,9,TEAL328,N,WFM,M,AD,41,21,20,1.6,,NA,7.7,,,3,,0,Y,N,,,,C
2024,7/23/24,SGL33,9,A,5,TEAL317,N,WFM,F,AD,28,11,17,1.4,,NA,8.9,,,5,,0,Y,N,,,,C
2024,7/23/24,SGL33,9,A,8,RED144,N,WFM,F,AD,32,10,22,1.6,,NA,7.4,,,5,,0,Y,N,,,,C
2024,7/23/24,SGL33,9,A,1,TEAL367,N,WFM,M,AD,37,10,27,1.6,,NA,9.4,,,1,,0,Y,Y,,,,T
2024,7/3/24,SH,1,B,9,TEAL436,N,WFM,M,AD,48,28,20,1.3,,NA,9.8,,,1,,0,Y,N,,,,C
2024,7/3/24,SH,1,B,6,RED64,N,WFM,M,AD,44,22,22,2.1,,NA,9.3,,,4,,0,Y,Y,,,,C
2024,7/3/24,SH,1,B,7,TEAL454,N,WFM,M,AD,46,22,24,1.1,,NA,9.1,,,1,,0,Y,N,,,,C
2024,7/3/24,SH,3,A,2,TEAL336,N,WFM,F,AD,45,29,16,1.6,,NA,8.2,,,2,,0,Y,N,,,,C
2024,7/3/24,SH,3,B,3,TEAL406,N,WFM,F,AD,43,25,18,1.5,,NA,9.5,,,0,,0,Y,N,,,,T
2024,7/3/24,SH,3,B,8,RED41,N,WFM,M,AD,36,15,21,1.2,,NA,7.5,,,3,,0,Y,N,,,,T
2024,7/3/24,SH,4,B,4,RED78,N,WFM,M,AD,31,13,18,1.7,,NA,8.7,,,2,,0,Y,N,,,,C
2024,7/3/24,SH,4,B,1,TEAL448,N,WFM,F,SUBADULT,35,20,15,1.5,,NA,8.1,,,0,,0,Y,N,,,,C
2024,7/3/24,SH,4,A,5,TEAL410,N,WFM,F,AD,36,15,21,1.4,,NA,10.1,,,0,,0,Y,N,,,,C
2024,7/3/24,SH,4,A,10,RED5,N,WFM,M,AD,33,13,20,1.4,,NA,6.8,,,8,,0,Y,Y,,,,C
2024,7/3/24,SH,4,B,10,RED44,N,WFM,M,AD,36,16,20,1.3,,NA,7.4,,,0,,0,Y,N,,,,T
2024,7/3/24,SH,4,A,1,TEAL309,N,WFM,M,AD,40,13,27,1.7,,NA,9.1,,,1,,0,Y,N,,,,T
2024,7/3/24,SH,4,A,5,RED83,N,WFM,M,AD,34,13,21,1.6,,NA,8.9,,,0,,0,Y,Y,,,,T
2024,7/3/24,SH,4,A,7,TEAL333,N,WFM,F,SUBADULT,57,32,25,1.6,,NA,7.4,,,1,,0,Y,Y,,,,T
2024,7/3/24,SH,5,B,3,RED25,N,WFM,M,AD,23,40,-17,1.4,,NA,7.6,,,2,,0,Y,N,,,,C
2024,7/3/24,SH,5,B,8,TEAL307,N,WFM,M,AD,26,9,17,1.4,,NA,7.2,,,4,,0,Y,N,,,,C
2024,7/3/24,SH,5,A,4,RED55,N,WFM,M,AD,34,16,18,1.6,,NA,8.4,,,2,,0,Y,Y,,,,C
2024,7/3/24,SH,5,A,7,RED96,N,WFM,M,AD,41,18,23,1.7,,NA,8.2,,,1,,0,Y,N,,,,C
2024,7/3/24,SH,5,A,10,RED110,N,WFM,M,AD,29,10,19,1.4,,NA,6,,,1,,0,Y,Y,,,,C
2024,7/3/24,SH,5,B,7,TEAL326,N,WFM,M,AD,54,30,24,1.7,,NA,9.1,,,0,,0,Y,Y,,,,T
2024,7/3/24,SH,5,A,1,TEAL396,N,WFM,M,JUV,30,11,19,1.6,,NA,7.5,,,1,,0,Y,N,,,,T
2024,7/3/24,SH,5,A,10,TEAL363,N,WFM,M,JUV,30,11,19,1.3,,NA,7.2,,,1,,0,Y,N,,,,T
2024,7/3/24,SH,6,B,2,TEAL487,N,WFM,F,AD,35,18,17,1.5,,NA,8.7,,,2,,0,Y,Y,,,,C
2024,7/3/24,SH,6,B,10,RED75,N,WFM,F,AD,39,20,19,1.7,,NA,8.3,,,3,,0,Y,N,,,,C
2024,7/3/24,SH,6,A,7,RED21,N,WFM,M,AD,40,11,29,1.5,,NA,9.8,,,1,,,Y,Y,,,,C
2024,7/3/24,SH,6,A,3,RED20,N,WFM,M,AD,34,17,17,1.6,,NA,8.6,,,2,,0,Y,N,,,,C
2024,7/3/24,SH,6,A,5,TEAL477,N,WFM,F,AD,35,20,15,1.1,,NA,7.2,,,2,,0,Y,Y,,,,C
2024,7/3/24,SH,6,A,8,RED22,N,WFM,F,AD,40,16,24,1,,NA,7,,,0,,0,Y,Y,,,,C
2024,7/3/24,SH,6,B,2,RED7,N,WFM,M,AD,36,14,22,1.2,,NA,8.3,,,5,,0,Y,Y,,,,T
2024,7/3/24,SH,6,A,9,TEAL444,N,WFM,M,AD,29,9,20,1.4,,NA,9.2,,,0,,0,Y,Y,,,,T
2024,7/3/24,SH,7,B,2,TEAL388,N,WFM,M,JUV,28,14,14,1.4,,NA,6.8,,,2,,0,Y,N,,,,C
2024,7/3/24,SH,7,A,10,RED35,N,WFM,M,AD,35,17,18,1.4,,NA,8.9,,,0,,0,Y,N,,,,C
2024,7/3/24,SH,7,A,1,RED17,N,WFM,F,AD,39,21,18,1.3,,NA,7.3,,,0,,0,Y,Y,,,,C
2024,7/3/24,SH,7,B,4,,N,WFM,F,AD,51,20,31,1.5,,NA,7,,,0,,0,N ,N,,,,T
2024,7/3/24,SH,7,B,7,RED106,N,WFM,F,AD,33,10,23,1.5,,NA,7,,,3,,0,Y,Y,,,,T
2024,7/3/24,SH,7,A,10,TEAL331,N,WFM,F,AD,37,18,19,1.8,,NA,9.8,,,2,,0,Y,N,,,,T
2024,7/3/24,SH,7,A,5,TEAL409,N,WFM,F,JUV,44,31,13,1.5,,NA,8.8,,,1,,0,Y,N,,,,T
2024,7/3/24,SH,7,A,3,TEAL356,N,WFM,F,AD,36,10,26,1.5,,NA,7.5,,,0,,0,Y,N,,,,T
2024,7/2/24,SH,1,B,4,RED34,N,WFM,M,SUBADULT,36,21,15,1.3,,NA,7.8,,,1,,0,Y,Y,,,,C
2024,7/2/24,SH,1,A,1,TEAL458,N,WFM,M,JUV,34,16,18,1.3,,NA,7.5,,,0,,0,Y,N,,,,C
2024,7/2/24,SH,1,A,10,TEAL342,N,WFM,F,AD,34,12,22,1.8,,NA,7,,,0,,0,Y,N,,,,C
2024,7/2/24,SH,1,A,8,RED82,N,WFM,F,AD,39,20,19,1.4,,NA,9.1,,,2,,0,Y,N,,,,T
2024,7/2/24,SH,1,A,1,RED14,N,WFM,F,AD,45,21,24,1.5,,NA,9,,,3,,0,Y,Y,,,,T
2024,7/2/24,SH,2,B,5,TEAL486,N,WFM,M,AD,35,10,25,1.5,,NA,8,,,1,,0,Y,Y,,,,T
2024,7/2/24,SH,3,B,7,TEAL398,N,WFM,M,AD,47,24,23,1.5,,NA,9.7,,,2,,0,Y,Y,,,,C
2024,7/2/24,SH,3,B,4,TEAL419,N,WFM,F,AD,35,19,16,1.3,,NA,8.5,,,1,,0,Y,N,,,,T
2024,7/2/24,SH,4,B,2,TEAL407,N,WFM,M,AD,53,33,20,1.5,,NA,9.5,,,3,,0,Y,N,,,,C
2024,7/2/24,SH,4,B,5,TEAL440,N,WFM,F,SUBADULT,40,26,14,1.4,,NA,7.2,,,1,,0,Y,N,,,,C
2024,7/2/24,SH,4,A,7,TEAL421,N,WFM,M,AD,43,22,21,1.6,,NA,9.7,,,0,,0,Y,Y,,,,C
2024,7/2/24,SH,4,A,9,TEAL414,N,WFM,F,AD,39,24,15,1.5,,NA,8.4,,,0,,0,Y,Y,,,,C
2024,7/2/24,SH,4,A,3,RED18,N,WFM,F,AD,38,20,18,1.5,,NA,8,,,1,,0,Y,Y,,,,C
2024,7/2/24,SH,4,A,10,TEAL474,N,WFM,F,AD,42,22,20,1.4,,NA,7.6,,,1,,0,Y,N,,,,C
2024,7/2/24,SH,4,B,5,TEAL494,N,WFM,F,AD,28,10,18,1.5,,NA,7.5,,,2,,0,Y,Y,,,,T
2024,7/2/24,SH,4,B,6,TEAL464*,N,WFM,F,AD,,,0,1.5,,,6.9,,,,,,,,,,,T
2024,7/2/24,SH,4,A,8,RED124,N,WFM,F,AD,,,0,1.5,,,8,,,,,0,,,,,,T
2024,7/2/24,SH,5,B,6,RED97,N,WFM,F,AD,42,26,16,1.5,,NA,9.6,,,0,,0,Y,Y,,,,C
2024,7/2/24,SH,5,B,8,TEAL337,N,WFM,F,AD,35,24,11,1.4,,NA,8,,,0,,0,Y,Y,,,,C
2024,7/2/24,SH,5,B,3,TEAL451,N,WFM,M,AD,29,10,19,1.5,,NA,7,,,2,,0,Y,Y,,,,C
2024,7/2/24,SH,5,A,7,RED29,N,WFM,M,AD,52,28,24,1.4,,NA,8.2,,,4,,0,Y,Y,,,,C
2024,7/2/24,SH,5,A,4,RED53,N,WFM,M,AD,43,22,21,1.6,,NA,8.1,,,1,,0,Y,N,,,,C
2024,7/2/24,SH,5,B,7,TEAL397,N,WFM,M,AD,55,31,24,1.5,,NA,9.8,,,0,,0,Y,N,,,,T
2024,7/2/24,SH,5,A,4,TEAL365,N,WFM,F,AD,45,25,20,1.3,,NA,8.5,,,2,,0,Y,Y,,,,T
2024,7/2/24,SH,6,B,10,TEAL493,N,WFM,M,AD,32,10,22,1.5,,NA,8,,,5,,0,N ,Y,,,,C
2024,7/2/24,SH,6,A,9,RED94,N,WFM,M,AD,31,11,20,1.6,,NA,7.8,,,2,,0,Y,Y,,,,C
2024,7/2/24,SH,6,A,8,RED49,N,WFM,M,JUV,31,18,13,1.3,,NA,7,,,0,,0,Y,N,,,,C
2024,7/2/24,SH,6,B,2,RED80,N,WFM,F,AD,34,15,19,1.5,,NA,7.9,,,2,,0,Y,Y,,,,T
2024,7/2/24,SH,6,A,5,RED33,N,WFM,M,AD,36,13,23,1.2,,NA,9,,,2,,0,Y,Y,,,,T
2024,7/2/24,SH,6,A,6,TEAL351,N,WFM,M,AD,39,12,27,1.5,,NA,8.9,,,0,,0,Y,Y,,,,T
2024,7/2/24,SH,6,A,8,TEAL466,N,WFM,M,AD,35,16,19,1.5,,NA,7.7,,,0,,0,Y,Y,,,,T
2024,7/2/24,SH,7,B,9,RED81,N,WFM,F,AD,40,19,21,1.6,,NA,8.4,,,0,,0,Y,Y,,,,C
2024,7/2/24,SH,7,B,8,RED51,N,WFM,M,AD,45,19,26,1.5,,NA,8.4,,,7,,0,Y,Y,,,,C
2024,7/2/24,SH,7,B,10,TEAL489,N,WFM,M,AD,34,11,23,1.4,,NA,8.2,,,0,,0,Y,Y,,,,C
2024,7/2/24,SH,7,B,4,TEAL480,N,WFM,M,AD,30,10,20,1.5,,NA,7.5,,,3,,0,Y,N,,,,C
2024,7/2/24,SH,7,B,3,RED58,N,WFM,F,AD,34,15,19,1.4,,NA,7.5,,,0,,0,Y,N,,,,C
